-9.257896, 0.029246, -9.228650
-9.345378, 0.116669, -9.228709
-9.490137, 0.261332, -9.228805
-9.690643, 0.461709, -9.228934
-9.944824, 0.715731, -9.229093
-10.250132, 1.020856, -9.229276
-10.603618, 1.374139, -9.229479
-11.002019, 1.772324, -9.229694
-11.441848, 2.211930, -9.229917
-11.919482, 2.689339, -9.230142
-12.431249, 3.200884, -9.230364
-12.973501, 3.742922, -9.230579
-13.542685, 4.311901, -9.230784
-14.135393, 4.904418, -9.230975
-14.748407, 5.517256, -9.231151
-15.378723, 6.147412, -9.231311
-16.023568, 6.792112, -9.231456
-16.680402, 7.448817, -9.231585
-17.346911, 8.115210, -9.231701
-18.020990, 8.789187, -9.231803
-18.700728, 9.468833, -9.231895
-19.384377, 10.152401, -9.231977
-20.070333, 10.838282, -9.232051
-20.757105, 11.524985, -9.232119
-21.443294, 12.211111, -9.232183
-22.127575, 12.895333, -9.232242
-22.808677, 13.576378, -9.232299
-23.485372, 14.253019, -9.232353
-24.156467, 14.924061, -9.232406
-24.820798, 15.588342, -9.232456
-25.477232, 16.244728, -9.232504
-26.124667, 16.892117, -9.232550
-26.762035, 17.529441, -9.232594
-27.388308, 18.155674, -9.232634
-28.002504, 18.769833, -9.232671
-28.603691, 19.370985, -9.232706
-29.190990, 19.958254, -9.232736
-29.763580, 20.530816, -9.232764
-30.320696, 21.087908, -9.232788
-30.861628, 21.628818, -9.232811
-31.385716, 22.152885, -9.232831
-31.892343, 22.659492, -9.232851
-32.380922, 23.148052, -9.232870
-32.850887, 23.617996, -9.232891
-33.301675, 24.068759, -9.232916
-33.732706, 24.499762, -9.232945
-34.143364, 24.910383, -9.232980
-34.532968, 25.299943, -9.233025
-34.900752, 25.667671, -9.233081
-35.245828, 26.012678, -9.233150
-35.567158, 26.333922, -9.233237
-35.863519, 26.630177, -9.233342
-36.133464, 26.899992, -9.233471
-36.375281, 27.141655, -9.233627
-36.586958, 27.353146, -9.233812
-36.766132, 27.532100, -9.234032
-36.910050, 27.675762, -9.234289
-37.015528, 27.780941, -9.234587
-37.078904, 27.843974, -9.234931
-37.096011, 27.860688, -9.235322
-37.062141, 27.826376, -9.235765
-37.003811, 27.754810, -9.249000
-36.889655, 27.640099, -9.249556
-36.706889, 27.456725, -9.250163
-36.448541, 27.197724, -9.250817
-36.107253, 26.855744, -9.251509
-35.675437, 26.423213, -9.252224
-35.145509, 25.892565, -9.252944
-34.510204, 25.256563, -9.253641
-33.762994, 24.508714, -9.254280
-32.898616, 23.643797, -9.254819
-31.913718, 22.658511, -9.255206
-30.807611, 21.552228, -9.255383
-29.583118, 20.327833, -9.255286
-28.247468, 18.992617, -9.254852
-26.813169, 17.559145, -9.254024
-25.298769, 16.046010, -9.252759
-23.729384, 14.478345, -9.251039
-22.136848, 12.887968, -9.248880
-20.559335, 11.312996, -9.246339
-19.040358, 9.796835, -9.243524
-17.627046, 8.386460, -9.240586
-16.367741, 7.130022, -9.237719
-15.309035, 6.073899, -9.235136
-14.492503, 5.259451, -9.233052
-13.951462, 4.719809, -9.231653
-13.708171, 4.477099, -9.231072
-13.771834, 4.540465, -9.231369
